Дистр.,Привязка в CRM,Значение привязки в CRM,Клиент,ИНН клиента,Регион,Город,Улица,Информация из CRM по ИНН наименование АС,Информация из CRM по ИНН КАМ АС,Информация из CRM Наименование ЕА,Информация из CRM МП ЕА,Регион МП,Регион в CRM по области аптеки
Фармкомплект,5916027419_b030919ad9460dfaecefcffeed765095,"Нытва-Фарм ООО, г.Воткинск, ул.Кирова,78; 5916027419; 427440, Удмуртская Респ, Воткинск г, Кирова ул, дом № 78; 5916027419_b030919ad9460dfaecefcffeed765095",ОПЕКА Нытва-Фарм ООО г.Ижевск,5916027419,Удмуртская респ.,Удмуртия (Ижевск),"427440, Удмуртская Респ, Воткинск г, Кирова ул, дом № 78",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Верхнее Поволжье
Агроресурсы,511462.00,"АЛЕКС МЕД ООО, г.Оренбург, ул.Мусы Джалиля, д.6; Оренбургская обл; Оренбург г; ул. Мусы Джалиля, д. №6, помещение 7М; 511462.00; 5612161733","АЛЕКС МЕД ООО, г.Оренбург, ул.Мусы Джалиля, д.6",5612161733,Оренбургская обл.,Оренбург г,"ул. Мусы Джалиля, д. №6, помещение 7М",АС ЛПУ НПФО,Романовская Людмила,Нет в CRM,Нет в CRM,Нет в CRM,Нижнее Поволжье
Здравсервис,532362,"532362; 672906894150; ИП Дрезова Ирина Николаевна; Область Смоленская, г Смоленск, ул Николаева, д.16-18",ИП Дрезова Ирина Николаевна,672906894150,-,Нет в CRM,"Область Смоленская, г Смоленск, ул Николаева, д.16-18",Нет в CRM,Нет в CRM,ИП Дрезова (ЕА),smolensk,Московская область,Нет
Здравсервис,532372,"532372; 463307639458; ИП Решетникова Елена Павловна (ул.Ленина, д.49); Область Курская, г Железногорск, ул Ленина, д.49, пом.1-11","ИП Решетникова Елена Павловна (ул.Ленина, д.49)",463307639458,Курская обл.,Нет в CRM,"Область Курская, г Железногорск, ул Ленина, д.49, пом.1-11",АС Решетникова,Ефремов Игорь,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,532379,"532379; 3123221541; ООО ""ФармаЛек"" (ул.Спортивная, д.3-а); Область Белгородская, г Белгород, ул Спортивная, д.3-а","ООО ""ФармаЛек"" (ул.Спортивная, д.3-а)",3123221541,Белгородская обл.,Нет в CRM,"Область Белгородская, г Белгород, ул Спортивная, д.3-а",АС Фармалек,Ефремов Игорь,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,532400,"532400; 4632201710; ООО ""Здравница"" г.Курск (ул.Ленина, д.59); Область Курская, г Железногорск, ул Ленина, д.59","ООО ""Здравница"" г.Курск (ул.Ленина, д.59)",4632201710,Курская обл.,Нет в CRM,"Область Курская, г Железногорск, ул Ленина, д.59",АС Фармия,Ефремов Игорь,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,532401,"532401; 7721452648; ООО ""МАЯК-5"" г.Москва; Город Москва, ул Ташкентская, д.24, корп.1","ООО ""МАЯК-5"" г.Москва",7721452648,МОСКВА,Нет в CRM,"Город Москва, ул Ташкентская, д.24, корп.1",Нет в CRM,Нет в CRM,ООО Маяк 5 (МЗ) Партнёр,Давыдов Александр,Москва,Москва
Здравсервис,532429,"532429; 5260403787; ООО ""ОКАФАРМ"" (г.Смоленск, ул.Крупской, д.43); Область Смоленская, г Смоленск, ул Крупской, д.43","ООО ""ОКАФАРМ"" (г.Смоленск, ул.Крупской, д.43)",5260403787,Смоленская обл.,Нет в CRM,"Область Смоленская, г Смоленск, ул Крупской, д.43",Максавит,Королевская Оксана,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,532483,"532483; 7713699948; ООО ""СМ-МЕД""; Город Москва, ул Ярцевская, д.8","ООО ""СМ-МЕД""",7713699948,-,Нет в CRM,"Город Москва, ул Ярцевская, д.8",Нет в CRM,Нет в CRM,*СТ-МЕД*,msk_closed_aptekas,Москва,Нет
Здравсервис,532550,"532550; 4029049486; ООО ""ПродвижениеФарм"" (г. Воронеж, Московский пр-т, д.114); Область Воронежская, г Воронеж, пр-кт Московский, д.114","ООО ""ПродвижениеФарм"" (г. Воронеж, Московский пр-т, д.114)",4029049486,-,Нет в CRM,"Область Воронежская, г Воронеж, пр-кт Московский, д.114",Максавит,Королевская Оксана,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,532555,"532555; 6729039455; ООО ""Медея-Фарм"" г.Смоленск 1 (ул.Николаева,42); Область Смоленская, г Смоленск, ул Николаева, д.42","ООО ""Медея-Фарм"" г.Смоленск 1 (ул.Николаева,42)",6729039455,-,Нет в CRM,"Область Смоленская, г Смоленск, ул Николаева, д.42",АС СМОЛЕНСК - Медея-фарм  (АСНА),Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,532556,"532556; 6729039455; ООО ""Медея-Фарм"" г.Смоленск 2 (ул.Коненкова, д.4); Область Смоленская, г Смоленск, ул Коненкова, д.4","ООО ""Медея-Фарм"" г.Смоленск 2 (ул.Коненкова, д.4)",6729039455,Смоленская обл.,Нет в CRM,"Область Смоленская, г Смоленск, ул Коненкова, д.4",АС СМОЛЕНСК - Медея-фарм  (АСНА),Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,532557,"532557; 6729039455; ООО ""Медея-Фарм"" г.Смоленск 3 (ул.Рыленкова, д.71а); Область Смоленская, г Смоленск, ул Рыленкова, д.71а","ООО ""Медея-Фарм"" г.Смоленск 3 (ул.Рыленкова, д.71а)",6729039455,Смоленская обл.,Нет в CRM,"Область Смоленская, г Смоленск, ул Рыленкова, д.71а",АС СМОЛЕНСК - Медея-фарм  (АСНА),Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,532558,"532558; 6729039455; ООО ""Медея-Фарм"" г.Смоленск 4 (ул.Фрунзе,37); Область Смоленская, г Смоленск, ул Фрунзе, д.37","ООО ""Медея-Фарм"" г.Смоленск 4 (ул.Фрунзе,37)",6729039455,Смоленская обл.,Нет в CRM,"Область Смоленская, г Смоленск, ул Фрунзе, д.37",АС СМОЛЕНСК - Медея-фарм  (АСНА),Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,532560,"532560; 672900259508; ИП Гращенкова Татьяна Анатольевна; Область Смоленская, г Смоленск, ул Кирова, д.59",ИП Гращенкова Татьяна Анатольевна,672900259508,Смоленская обл.,Нет в CRM,"Область Смоленская, г Смоленск, ул Кирова, д.59",АС СМОЛЕНСК - Медея-фарм  (АСНА),Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,532582,"532582; 6732057768; ООО ""СмолГранд""  1 (ул.Попова, д.112); Область Смоленская, г Смоленск, ул Попова, д.112","ООО ""СмолГранд""  1 (ул.Попова, д.112)",6732057768,-,Нет в CRM,"Область Смоленская, г Смоленск, ул Попова, д.112",АС Росфарма,Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,532584,"532584; 6732057768; ООО ""СмолГранд"" 3 (с.Печерск); Область Смоленская р-н Смоленский, с Печерск, ул Пионерская, д.6","ООО ""СмолГранд"" 3 (с.Печерск)",6732057768,-,Нет в CRM,"Область Смоленская р-н Смоленский, с Печерск, ул Пионерская, д.6",АС Росфарма,Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,532601,"532601; 3662090146; ЧУЗ ""КБ ""РЖД-Медицина"" г. Воронеж (аптека); Область Воронежская, г Воронеж, пер Здоровья, д.2","ЧУЗ ""КБ ""РЖД-Медицина"" г. Воронеж (аптека)",3662090146,-,Нет в CRM,"Область Воронежская, г Воронеж, пер Здоровья, д.2",АС ЛПУ ЦФО,Ефремов Игорь,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,532623,"532623; 7106040020; ООО ""Фармкопилка"" аптека №10 (Донской, мкр. Северо-Задонск, ул. Ленина,24); Область Тульская, г Донской, мкр.Северо-Задонск, ул.Ленина, д.24","ООО ""Фармкопилка"" аптека №10 (Донской, мкр. Северо-Задонск, ул. Ленина,24)",7106040020,Тульская обл.,Нет в CRM,"Область Тульская, г Донской, мкр.Северо-Задонск, ул.Ленина, д.24",Твой доктор(ИРИС),Овсянников Николай,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,532633,"532633; 5072721890; ООО ""Импульс"" ап/п №18 (Серпухов, ул. Юбилейная,12); Область Московская, г Серпухов, ул Юбилейная, д.12","ООО ""Импульс"" ап/п №18 (Серпухов, ул. Юбилейная,12)",5072721890,Московская обл.,Нет в CRM,"Область Московская, г Серпухов, ул Юбилейная, д.12",Твой доктор(ИРИС),Овсянников Николай,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,532639,"532639; 7117502407; ООО ""Регион-Фарм"" аптека №6 (Калуга, ул. Луначарского,13); Область Калужская, г Калуга, ул Луначарского, д.13","ООО ""Регион-Фарм"" аптека №6 (Калуга, ул. Луначарского,13)",7117502407,Калужская обл.,Нет в CRM,"Область Калужская, г Калуга, ул Луначарского, д.13",Твой доктор(ИРИС),Овсянников Николай,Нет в CRM,Нет в CRM,Нет в CRM,Центр
